Outliers for BigSolDB:
Index: 15, SMILES: COC(=O)[C@@H](N)CS.Cl, Value: 0.1268
Index: 43646, SMILES: CCCc1cc(=O)[nH]c(=S)[nH]1, Value: 0.4936
Index: 43660, SMILES: COc1cc(N)nc(OC)n1, Value: 0.1229
Index: 43661, SMILES: COc1cc(N)nc(OC)n1, Value: 0.1578
Index: 43662, SMILES: COc1cc(N)nc(OC)n1, Value: 0.201
Index: 43663, SMILES: COc1cc(N)nc(OC)n1, Value: 0.254
Index: 43664, SMILES: COc1cc(N)nc(OC)n1, Value: 0.3187
Index: 43665, SMILES: COc1cc(N)nc(OC)n1, Value: 0.397
Index: 43699, SMILES: Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1, Value: 0.1201
Index: 43700, SMILES: Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1, Value: 0.1324
Index: 43701, SMILES: Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1, Value: 0.1465
Index: 43702, SMILES: Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1, Value: 0.1621
Index: 43703, SMILES: Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1, Value: 0.181
Index: 43704, SMILES: Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1, Value: 0.1998
Index: 43727, SMILES: CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1, Value: 0.1172
Index: 43728, SMILES: CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1, Value: 0.1232
Index: 43729, SMILES: CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1, Value: 0.1291
Index: 43730, SMILES: CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1, Value: 0.1352
Index: 43731, SMILES: CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1, Value: 0.1412
Index: 43732, SMILES: CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1, Value: 0.1478
Index: 43745, SMILES: O=c1cc(CO)occ1O, Value: 0.1234
Index: 43746, SMILES: O=c1cc(CO)occ1O, Value: 0.1347
Index: 43747, SMILES: O=c1cc(CO)occ1O, Value: 0.1467
Index: 43748, SMILES: O=c1cc(CO)occ1O, Value: 0.1571
Index: 43749, SMILES: O=c1cc(CO)occ1O, Value: 0.1682
Index: 43750, SMILES: O=c1cc(CO)occ1O, Value: 0.1805
Index: 43751, SMILES: O=c1cc(CO)occ1O, Value: 0.1933
Index: 43762, SMILES: O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1, Value: 0.13604
Index: 43763, SMILES: O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1, Value: 0.14558
Index: 43764, SMILES: O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1, Value: 0.15436
Index: 43765, SMILES: O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1, Value: 0.16378
Index: 43766, SMILES: O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1, Value: 0.17404
Index: 43767, SMILES: O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1, Value: 0.18591
Index: 43768, SMILES: O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1, Value: 0.19747
Index: 43769, SMILES: O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1, Value: 0.20666
Index: 43770, SMILES: O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1, Value: 0.2186
Index: 43771, SMILES: O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1, Value: 0.23153
Index: 43781, SMILES: CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1, Value: 0.12603
Index: 43782, SMILES: N#Cc1ccc2c(c1)OCO2, Value: 0.1723
Index: 43783, SMILES: N#Cc1ccc2c(c1)OCO2, Value: 0.1932
Index: 43784, SMILES: N#Cc1ccc2c(c1)OCO2, Value: 0.2125
Index: 43785, SMILES: N#Cc1ccc2c(c1)OCO2, Value: 0.2391
Index: 43786, SMILES: N#Cc1ccc2c(c1)OCO2, Value: 0.2636
Index: 43787, SMILES: N#Cc1ccc2c(c1)OCO2, Value: 0.2927
Index: 43788, SMILES: N#Cc1ccc2c(c1)OCO2, Value: 0.3198
Index: 43789, SMILES: N#Cc1ccc2c(c1)OCO2, Value: 0.3599
Index: 43790, SMILES: N#Cc1ccc2c(c1)OCO2, Value: 0.3899
Index: 43791, SMILES: N#Cc1ccc2c(c1)OCO2, Value: 0.4335
Index: 43792, SMILES: CNC[C@H](O)c1cccc(O)c1.Cl, Value: 0.1854
Index: 43793, SMILES: CNC[C@H](O)c1cccc(O)c1.Cl, Value: 0.1976
Index: 43794, SMILES: CNC[C@H](O)c1cccc(O)c1.Cl, Value: 0.2105
Index: 43795, SMILES: CNC[C@H](O)c1cccc(O)c1.Cl, Value: 0.2215
Index: 43796, SMILES: CNC[C@H](O)c1cccc(O)c1.Cl, Value: 0.2362
Index: 43797, SMILES: CNC[C@H](O)c1cccc(O)c1.Cl, Value: 0.2508
Index: 43798, SMILES: CNC[C@H](O)c1cccc(O)c1.Cl, Value: 0.265
Index: 43799, SMILES: CNC[C@H](O)c1cccc(O)c1.Cl, Value: 0.2836
Index: 43800, SMILES: CNC[C@H](O)c1cccc(O)c1.Cl, Value: 0.2993
Index: 43801, SMILES: CNC[C@H](O)c1cccc(O)c1.Cl, Value: 0.3152
Index: 43803, SMILES: c1ccc2c(c1)sc1ccccc12, Value: 0.1305
Index: 43804, SMILES: c1ccc2c(c1)sc1ccccc12, Value: 0.1475
Index: 43805, SMILES: c1ccc2c(c1)sc1ccccc12, Value: 0.1645
Index: 43806, SMILES: c1ccc2c(c1)sc1ccccc12, Value: 0.1838
Index: 43807, SMILES: c1ccc2c(c1)sc1ccccc12, Value: 0.2056
Index: 43808, SMILES: c1ccc2c(c1)sc1ccccc12, Value: 0.2309
Index: 43809, SMILES: c1ccc2c(c1)sc1ccccc12, Value: 0.2574
Index: 43810, SMILES: c1ccc2c(c1)sc1ccccc12, Value: 0.2854
Index: 43811, SMILES: c1ccc2c(c1)sc1ccccc12, Value: 0.3129
Index: 43812, SMILES: c1ccc2c(c1)sc1ccccc12, Value: 0.3437
Index: 43824, SMILES: c1ccc(-c2nnn[nH]2)cc1, Value: 0.2082
Index: 43825, SMILES: c1ccc(-c2nnn[nH]2)cc1, Value: 0.2195
Index: 43826, SMILES: c1ccc(-c2nnn[nH]2)cc1, Value: 0.2312
Index: 43827, SMILES: c1ccc(-c2nnn[nH]2)cc1, Value: 0.2439
Index: 43828, SMILES: c1ccc(-c2nnn[nH]2)cc1, Value: 0.2565
Index: 43829, SMILES: c1ccc(-c2nnn[nH]2)cc1, Value: 0.269
Index: 43830, SMILES: c1ccc(-c2nnn[nH]2)cc1, Value: 0.282
Index: 43831, SMILES: c1ccc(-c2nnn[nH]2)cc1, Value: 0.2956
Index: 43832, SMILES: c1ccc(-c2nnn[nH]2)cc1, Value: 0.3084
Index: 43833, SMILES: c1ccc(-c2nnn[nH]2)cc1, Value: 0.3221
Index: 43834, SMILES: c1ccc(-c2nnn[nH]2)cc1, Value: 0.3356
Index: 43835, SMILES: c1ccc(-c2nnn[nH]2)cc1, Value: 0.3501
Index: 43836, SMILES: c1ccc(-c2nnn[nH]2)cc1, Value: 0.3646
Index: 43837, SMILES: c1ccc(-c2nnn[nH]2)cc1, Value: 0.379
Index: 43838, SMILES: c1ccc(-c2nnn[nH]2)cc1, Value: 0.3932
Index: 43842, SMILES: Cc1ccc(N)c([N+](=O)[O-])c1, Value: 0.1219
Index: 43843, SMILES: Cc1ccc(N)c([N+](=O)[O-])c1, Value: 0.1307
Index: 43844, SMILES: Cc1ccc(N)c([N+](=O)[O-])c1, Value: 0.1403
Index: 43845, SMILES: Cc1ccc(N)c([N+](=O)[O-])c1, Value: 0.1497
Index: 43846, SMILES: Cc1ccc(N)c([N+](=O)[O-])c1, Value: 0.1608
Index: 43847, SMILES: Cc1ccc(N)c([N+](=O)[O-])c1, Value: 0.171
Index: 43848, SMILES: Cc1ccc(N)c([N+](=O)[O-])c1, Value: 0.1823
Index: 43849, SMILES: Cc1ccc(N)c([N+](=O)[O-])c1, Value: 0.1936
Index: 43850, SMILES: Cc1ccc(N)c([N+](=O)[O-])c1, Value: 0.2059
Index: 43851, SMILES: Cc1ccc(N)c([N+](=O)[O-])c1, Value: 0.2188
Index: 43852, SMILES: Cc1ccc(N)c([N+](=O)[O-])c1, Value: 0.2324
Index: 43853, SMILES: Cc1ccc(N)c([N+](=O)[O-])c1, Value: 0.2468
Index: 43854, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.324
Index: 43855, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.3472
Index: 43856, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.3678
Index: 43857, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.3933
Index: 43858, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.4188
Index: 43859, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.4465
Index: 43860, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.4717
Index: 43861, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.5028
Index: 43862, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.5285
Index: 43863, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.5608
Index: 43864, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.5942
Index: 43865, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.6272
Index: 43866, SMILES: O=Cc1cccc([N+](=O)[O-])c1, Value: 0.6603
Index: 43874, SMILES: CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C, Value: 0.1188
Index: 43885, SMILES: COc1cc(Cl)nc(N)n1, Value: 0.1197
Index: 43887, SMILES: O=Cc1ccc([N+](=O)[O-])cc1, Value: 0.1186
Index: 43888, SMILES: O=Cc1ccc([N+](=O)[O-])cc1, Value: 0.135
Index: 43889, SMILES: O=Cc1ccc([N+](=O)[O-])cc1, Value: 0.1521
Index: 43890, SMILES: O=Cc1ccc([N+](=O)[O-])cc1, Value: 0.1703
Index: 43891, SMILES: O=Cc1ccc([N+](=O)[O-])cc1, Value: 0.1917
Index: 43892, SMILES: O=Cc1ccc([N+](=O)[O-])cc1, Value: 0.2135
Index: 43893, SMILES: O=Cc1ccc([N+](=O)[O-])cc1, Value: 0.2374
Index: 43894, SMILES: O=Cc1ccc([N+](=O)[O-])cc1, Value: 0.2617
Index: 43899, SMILES: O=Cc1ccc(C=O)cc1, Value: 0.1169
Index: 43900, SMILES: O=Cc1ccc(C=O)cc1, Value: 0.1336
Index: 43901, SMILES: O=Cc1ccc(C=O)cc1, Value: 0.1525
Index: 43902, SMILES: O=Cc1ccc(C=O)cc1, Value: 0.1732
Index: 43903, SMILES: O=Cc1ccc(C=O)cc1, Value: 0.1965
Index: 43904, SMILES: O=Cc1ccc(C=O)cc1, Value: 0.2224
Index: 43930, SMILES: Cc1cc(C(=O)O)ccc1[N+](=O)[O-], Value: 0.1182
Index: 43931, SMILES: Cc1cc(C(=O)O)ccc1[N+](=O)[O-], Value: 0.1261
Index: 43932, SMILES: Cc1cc(C(=O)O)ccc1[N+](=O)[O-], Value: 0.1348
Index: 43933, SMILES: Cc1cc(C(=O)O)ccc1[N+](=O)[O-], Value: 0.1424
Index: 43934, SMILES: Cc1cc(C(=O)O)ccc1[N+](=O)[O-], Value: 0.1516
Index: 43935, SMILES: Cc1cc(C(=O)O)ccc1[N+](=O)[O-], Value: 0.1622
Index: 43941, SMILES: O=C1NC(=O)C2C3C=CC(C3)C12, Value: 0.116284
Index: 43942, SMILES: O=C1NC(=O)C2C3C=CC(C3)C12, Value: 0.128815
Index: 43943, SMILES: O=C1NC(=O)C2C3C=CC(C3)C12, Value: 0.144514
Index: 43944, SMILES: O=C1NC(=O)C2C3C=CC(C3)C12, Value: 0.158621
Index: 43945, SMILES: O=C1NC(=O)C2C3C=CC(C3)C12, Value: 0.176989
Index: 43948, SMILES: NC(N)=C([N+](=O)[O-])[N+](=O)[O-], Value: 0.1223
Index: 43949, SMILES: NC(N)=C([N+](=O)[O-])[N+](=O)[O-], Value: 0.1355
Index: 43950, SMILES: NC(N)=C([N+](=O)[O-])[N+](=O)[O-], Value: 0.1484
Index: 43951, SMILES: NC(N)=C([N+](=O)[O-])[N+](=O)[O-], Value: 0.1608
Index: 43952, SMILES: NC(N)=C([N+](=O)[O-])[N+](=O)[O-], Value: 0.1729
Index: 43953, SMILES: Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1, Value: 0.14424
Index: 43954, SMILES: Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1, Value: 0.16096
Index: 43955, SMILES: Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1, Value: 0.1615
Index: 43956, SMILES: Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1, Value: 0.16207
Index: 43957, SMILES: Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1, Value: 0.16558
Index: 43958, SMILES: Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1, Value: 0.16713
Index: 43959, SMILES: Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1, Value: 0.16967
Index: 43967, SMILES: O=C1C=CC(=O)O1, Value: 0.12494
Index: 43968, SMILES: O=C1C=CC(=O)O1, Value: 0.14958
Index: 43969, SMILES: O=C1C=CC(=O)O1, Value: 0.17639
Index: 43973, SMILES: Nc1ccc(Oc2ccc(N)cc2)cc1, Value: 0.114754
Index: 43974, SMILES: Nc1ccc(Oc2ccc(N)cc2)cc1, Value: 0.119783
Index: 43975, SMILES: Nc1ccc(Oc2ccc(N)cc2)cc1, Value: 0.125537
Index: 43976, SMILES: Nc1ccc(Oc2ccc(N)cc2)cc1, Value: 0.131599
Index: 43977, SMILES: Nc1ccc(Oc2ccc(N)cc2)cc1, Value: 0.137913
Index: 43978, SMILES: Nc1ccc(Oc2ccc(N)cc2)cc1, Value: 0.144616
Index: 43979, SMILES: C/C=C/C(=O)O, Value: 0.4381
Index: 43980, SMILES: C/C=C/C(=O)O, Value: 0.4711
Index: 43981, SMILES: C/C=C/C(=O)O, Value: 0.5
Index: 43982, SMILES: C/C=C/C(=O)O, Value: 0.5486
Index: 43983, SMILES: C/C=C/C(=O)O, Value: 0.5776
Index: 43984, SMILES: C/C=C/C(=O)O, Value: 0.6088
Index: 44003, SMILES: CC(=O)Nc1ccccc1[N+](=O)[O-], Value: 0.1946
Index: 44004, SMILES: CC(=O)Nc1ccccc1[N+](=O)[O-], Value: 0.2152
Index: 44005, SMILES: CC(=O)Nc1ccccc1[N+](=O)[O-], Value: 0.2395
Index: 44006, SMILES: CC(=O)Nc1ccccc1[N+](=O)[O-], Value: 0.2676
Index: 44007, SMILES: CC(=O)Nc1ccccc1[N+](=O)[O-], Value: 0.2988
Index: 44008, SMILES: CC(=O)Nc1ccccc1[N+](=O)[O-], Value: 0.3303
Index: 44009, SMILES: CC(=O)Nc1ccccc1[N+](=O)[O-], Value: 0.367
Index: 44010, SMILES: CC(=O)Nc1ccccc1[N+](=O)[O-], Value: 0.404
Index: 44011, SMILES: CC(=O)Nc1ccccc1[N+](=O)[O-], Value: 0.4452
Index: 44012, SMILES: CC(=O)Nc1ccccc1[N+](=O)[O-], Value: 0.4906
Index: 44018, SMILES: CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-], Value: 0.119
Index: 44019, SMILES: CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-], Value: 0.1281
Index: 44020, SMILES: CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-], Value: 0.1378
Index: 44021, SMILES: CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-], Value: 0.1492
Index: 44022, SMILES: CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-], Value: 0.1608
Index: 44037, SMILES: Nc1cccc(Cl)c1C(=O)O, Value: 0.1189
Index: 44038, SMILES: Nc1cccc(Cl)c1C(=O)O, Value: 0.1347
Index: 44039, SMILES: Nc1cccc(Cl)c1C(=O)O, Value: 0.155
Index: 44040, SMILES: Nc1cccc(Cl)c1C(=O)O, Value: 0.1777
Index: 44041, SMILES: Nc1cccc(Cl)c1C(=O)O, Value: 0.2045
Index: 44049, SMILES: O=C(O)c1cccc([N+](=O)[O-])c1O, Value: 0.1237
Index: 44050, SMILES: O=C(O)c1cccc([N+](=O)[O-])c1O, Value: 0.1449
Index: 44051, SMILES: O=C(O)c1cccc([N+](=O)[O-])c1O, Value: 0.1667
Index: 44052, SMILES: O=C(O)c1cccc([N+](=O)[O-])c1O, Value: 0.191
Index: 44053, SMILES: O=C(O)c1cccc([N+](=O)[O-])c1O, Value: 0.2187
Index: 44054, SMILES: O=C(O)c1cccc([N+](=O)[O-])c1O, Value: 0.2481
Index: 44055, SMILES: O=C(O)c1cccc([N+](=O)[O-])c1O, Value: 0.2795
Index: 44056, SMILES: O=C(O)c1cccc([N+](=O)[O-])c1O, Value: 0.3134
Index: 44059, SMILES: O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O, Value: 0.1162
Index: 44060, SMILES: O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O, Value: 0.1298
Index: 44061, SMILES: O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O, Value: 0.1464
Index: 44062, SMILES: O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O, Value: 0.1655
Index: 44063, SMILES: O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O, Value: 0.1852
Index: 44064, SMILES: O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O, Value: 0.2073
Index: 44065, SMILES: O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O, Value: 0.234
Index: 44066, SMILES: O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O, Value: 0.2635
Index: 44105, SMILES: O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1, Value: 0.1201
Index: 44106, SMILES: COc1cc([N+](=O)[O-])ccc1N, Value: 0.2563
Index: 44107, SMILES: COc1cc([N+](=O)[O-])ccc1N, Value: 0.2718
Index: 44108, SMILES: COc1cc([N+](=O)[O-])ccc1N, Value: 0.2873
Index: 44109, SMILES: COc1cc([N+](=O)[O-])ccc1N, Value: 0.3031
Index: 44110, SMILES: COc1cc([N+](=O)[O-])ccc1N, Value: 0.321
Index: 44111, SMILES: COc1cc([N+](=O)[O-])ccc1N, Value: 0.3393
Index: 44112, SMILES: COc1cc([N+](=O)[O-])ccc1N, Value: 0.3593
Index: 44113, SMILES: COc1cc([N+](=O)[O-])ccc1N, Value: 0.3802
Index: 44114, SMILES: COc1cc([N+](=O)[O-])ccc1N, Value: 0.4023
Index: 44115, SMILES: COc1cc([N+](=O)[O-])ccc1N, Value: 0.4257
Index: 44121, SMILES: Nc1ccc(Cl)cc1[N+](=O)[O-], Value: 0.1249
Index: 44122, SMILES: Nc1ccc(Cl)cc1[N+](=O)[O-], Value: 0.1425
Index: 44123, SMILES: Nc1ccc(Cl)cc1[N+](=O)[O-], Value: 0.1667
Index: 44124, SMILES: Nc1ccc(Cl)cc1[N+](=O)[O-], Value: 0.1874
Index: 44125, SMILES: Nc1ccc(Cl)cc1[N+](=O)[O-], Value: 0.2227
Index: 44126, SMILES: O=C(O)c1cccnc1Cl, Value: 0.2063
Index: 44127, SMILES: O=C(O)c1cccnc1Cl, Value: 0.235
Index: 44128, SMILES: O=C(O)c1cccnc1Cl, Value: 0.2649
Index: 44129, SMILES: O=C(O)c1cccnc1Cl, Value: 0.2947
Index: 44130, SMILES: O=C(O)c1cccnc1Cl, Value: 0.3281
Index: 44131, SMILES: O=C(O)c1cccnc1Cl, Value: 0.3599
Index: 44132, SMILES: O=C(O)c1cccnc1Cl, Value: 0.3965
Index: 44133, SMILES: O=C(O)c1cccnc1Cl, Value: 0.4374
Index: 44134, SMILES: O=C(O)c1cccnc1Cl, Value: 0.4782
Index: 44145, SMILES: Nc1c(Cl)cc([N+](=O)[O-])cc1Cl, Value: 0.1347
Index: 44146, SMILES: Nc1c(Cl)cc([N+](=O)[O-])cc1Cl, Value: 0.1415
Index: 44147, SMILES: Nc1c(Cl)cc([N+](=O)[O-])cc1Cl, Value: 0.1493
Index: 44148, SMILES: Nc1c(Cl)cc([N+](=O)[O-])cc1Cl, Value: 0.1591
Index: 44149, SMILES: Nc1c(Cl)cc([N+](=O)[O-])cc1Cl, Value: 0.1689
Index: 44150, SMILES: Nc1c(Cl)cc([N+](=O)[O-])cc1Cl, Value: 0.1789
Index: 44151, SMILES: Nc1c(Cl)cc([N+](=O)[O-])cc1Cl, Value: 0.1888
Index: 44152, SMILES: Nc1c(Cl)cc([N+](=O)[O-])cc1Cl, Value: 0.1992
Index: 44153, SMILES: Nc1c(Cl)cc([N+](=O)[O-])cc1Cl, Value: 0.2113
Index: 44154, SMILES: Nc1c(Cl)cc([N+](=O)[O-])cc1Cl, Value: 0.2271
Index: 44160, SMILES: N[C@H](Cc1c[nH]cn1)C(=O)O, Value: 0.1269
Index: 44161, SMILES: N[C@H](Cc1c[nH]cn1)C(=O)O, Value: 0.1404
Index: 44162, SMILES: N[C@H](Cc1c[nH]cn1)C(=O)O, Value: 0.1574
Index: 44163, SMILES: N[C@H](Cc1c[nH]cn1)C(=O)O, Value: 0.1778
Index: 44173, SMILES: O=C1C=CC(=O)N1c1ccccc1Br, Value: 0.1172
Index: 44174, SMILES: O=C1C=CC(=O)N1c1ccccc1Br, Value: 0.1314
Index: 44175, SMILES: O=C1C=CC(=O)N1c1ccccc1Br, Value: 0.1545
Index: 44176, SMILES: O=C1C=CC(=O)N1c1ccccc1Br, Value: 0.1786
Index: 44177, SMILES: O=C1C=CC(=O)N1c1ccccc1Br, Value: 0.2124
Index: 44178, SMILES: O=C1C=CC(=O)N1c1ccccc1Br, Value: 0.2448
Index: 44179, SMILES: O=C1C=CC(=O)N1c1ccccc1Br, Value: 0.2845
Index: 44180, SMILES: O=C1C=CC(=O)N1c1ccccc1Br, Value: 0.3241
Index: 44181, SMILES: O=C1C=CC(=O)N1c1ccccc1Br, Value: 0.3723
Index: 44182, SMILES: O=C1C=CC(=O)N1c1ccccc1Br, Value: 0.4237
Index: 44206, SMILES: CC(=NC#N)N(C)Cc1ccc(Cl)nc1, Value: 0.1967
Index: 44207, SMILES: CC(=NC#N)N(C)Cc1ccc(Cl)nc1, Value: 0.2214
Index: 44208, SMILES: CC(=NC#N)N(C)Cc1ccc(Cl)nc1, Value: 0.2549
Index: 44209, SMILES: CC(=NC#N)N(C)Cc1ccc(Cl)nc1, Value: 0.2994
Index: 44210, SMILES: CC(=NC#N)N(C)Cc1ccc(Cl)nc1, Value: 0.3524
Index: 44211, SMILES: CC(=NC#N)N(C)Cc1ccc(Cl)nc1, Value: 0.4046
Index: 44212, SMILES: CC(=NC#N)N(C)Cc1ccc(Cl)nc1, Value: 0.4604
Index: 44213, SMILES: CC(=NC#N)N(C)Cc1ccc(Cl)nc1, Value: 0.5228
Index: 44214, SMILES: CC(=NC#N)N(C)Cc1ccc(Cl)nc1, Value: 0.589
Index: 44218, SMILES: N#Cc1cccc([N+](=O)[O-])c1C#N, Value: 0.1154
Index: 44219, SMILES: N#Cc1cccc([N+](=O)[O-])c1C#N, Value: 0.1277
Index: 44220, SMILES: N#Cc1cccc([N+](=O)[O-])c1C#N, Value: 0.1408
Index: 44221, SMILES: N#Cc1cccc([N+](=O)[O-])c1C#N, Value: 0.1549
Index: 44222, SMILES: N#Cc1cccc([N+](=O)[O-])c1C#N, Value: 0.1699
Index: 44223, SMILES: N#Cc1cccc([N+](=O)[O-])c1C#N, Value: 0.186
Index: 44224, SMILES: N#Cc1cccc([N+](=O)[O-])c1C#N, Value: 0.2031
Index: 44244, SMILES: Nc1cc([N+](=O)[O-])ccc1Cl, Value: 0.155
Index: 44245, SMILES: Nc1cc([N+](=O)[O-])ccc1Cl, Value: 0.1605
Index: 44246, SMILES: Nc1cc([N+](=O)[O-])ccc1Cl, Value: 0.1664
Index: 44247, SMILES: Nc1cc([N+](=O)[O-])ccc1Cl, Value: 0.1729
Index: 44248, SMILES: Nc1cc([N+](=O)[O-])ccc1Cl, Value: 0.1794
Index: 44249, SMILES: Nc1cc([N+](=O)[O-])ccc1Cl, Value: 0.1862
Index: 44250, SMILES: Nc1cc([N+](=O)[O-])ccc1Cl, Value: 0.1931
Index: 44251, SMILES: Nc1cc([N+](=O)[O-])ccc1Cl, Value: 0.201
Index: 44252, SMILES: Nc1cc([N+](=O)[O-])ccc1Cl, Value: 0.2092
Index: 44260, SMILES: NC(=O)c1ccc([N+](=O)[O-])cc1, Value: 0.1248
Index: 44261, SMILES: NC(=O)c1ccc([N+](=O)[O-])cc1, Value: 0.1442
Index: 44262, SMILES: NC(=O)c1ccc([N+](=O)[O-])cc1, Value: 0.1686
Index: 44295, SMILES: O=Cc1ccc(C=O)cc1, Value: 0.1602
Index: 44296, SMILES: O=Cc1ccc(C=O)cc1, Value: 0.1725
Index: 44297, SMILES: O=Cc1ccc(C=O)cc1, Value: 0.1801
Index: 44298, SMILES: O=Cc1ccc(C=O)cc1, Value: 0.2019
Index: 44299, SMILES: O=Cc1ccc(C=O)cc1, Value: 0.2049
Index: 44300, SMILES: O=Cc1ccc(C=O)cc1, Value: 0.2249
Index: 44301, SMILES: O=Cc1ccc(C=O)cc1, Value: 0.2485
Index: 44302, SMILES: O=Cc1ccc(C=O)cc1, Value: 0.2523
Index: 44303, SMILES: O=Cc1ccc(C=O)cc1, Value: 0.2812
Index: 44304, SMILES: O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-], Value: 0.20874
Index: 44305, SMILES: O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-], Value: 0.20748
Index: 44306, SMILES: O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-], Value: 0.20632
Index: 44307, SMILES: O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-], Value: 0.20585
Index: 44308, SMILES: O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-], Value: 0.20506
Index: 44309, SMILES: O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-], Value: 0.20416
